joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
2/1/2016,Startup,https://angel.co/company/nirmidas-biotech,Palo Alto,Diagnostics,Nirmidas Biotech,,7000000,10-Jan,Series A,nirmidas.com,3.871232877,1808209.483,1,0,5,77,94
5/1/2012,Startup,https://angel.co/company/nitrous,Silicon Valley,PaaS,Nitrous,,7650000,Nov-50,Series A,nitrous.io,7.62739726,1002963.362,1,0,25,10800,2
5/1/2017,Startup,https://angel.co/company/no-isolation,Amsterdam,Robotics,No Isolation,,2800000,51-200,Seed,noisolation.com,2.624657534,1066805.846,1,0,125,2387,2088
12/1/2016,Startup,https://angel.co/company/nomoonstudio,Boulder,Digital Entertainment,No Moon,,10000,10-Jan,Seed,nomoon.io,3.038356164,3291.253381,0,0,5,0,0
7/1/2014,Startup,https://angel.co/company/noble-brewer,Oakland,Subscription Businesses,Noble Brewer,,500000,10-Jan,Seed,NobleBrewer.com,5.460273973,91570.49674,0,0,5,5705,5411
9/1/2014,Startup,https://angel.co/company/nordsafety,Helsinki,Construction,NordSafety,,150000,10-Jan,Seed,nordsafety.com,5.290410959,28353.18488,0,0,5,0,0
8/1/2010,Startup,https://angel.co/company/norse-1,San Mateo,Enterprise Security,Norse,,33450000,51-200,Series A,norse-corp.com,9.378082192,3566827.344,1,1,125,15100,5950
7/1/2013,Startup,https://angel.co/company/notebowl,Phoenix,Private Social Networking,Notebowl,,900000,Nov-50,Seed,notebowl.com,6.460273973,139312.9771,0,0,25,0,0
1/1/2015,Startup,https://angel.co/company/noteworth,Hoboken,Digital Health,Noteworth,,5100000,Nov-50,Seed,noteworth.com,4.956164384,1029021.559,1,0,25,226,432
6/1/2018,Startup,https://angel.co/company/notice-kiosk,New York City,Local Advertising,Notice Kiosk,,300000,10-Jan,Seed,noticekiosk.com,1.539726027,194839.8577,0,0,5,339,1631
6/1/2012,Startup,https://angel.co/company/wowiddoo,Tel Aviv-Yafo,Financial Services,Notondd,,11700000,Nov-50,Series A,notinterested.com,7.542465753,1551216.854,1,0,25,0,0
10/1/2013,Startup,https://angel.co/company/nous-1,London,Skill Gaming,Nous Global Markets,,1150000,10-Jan,Seed,nous.net,6.208219178,185238.3054,0,0,5,344,353
6/1/2014,Startup,https://angel.co/company/nowsta,New York City,Temporary Staffing,Nowsta,,12100000,Nov-50,Series A,nowsta.com,5.542465753,2183143.846,1,1,25,187,49
4/1/2014,Startup,https://angel.co/company/nugames-studios-sweden-ab,Malmö,Location Based Services,NuGames Studios Sweden AB,,15000,10-Jan,Seed,takeover.to,5.709589041,2627.159309,0,0,5,61,111
8/1/2015,Startup,https://angel.co/company/nuhabitat,Austin,SaaS,NuHabitat,,187500,10-Jan,Seed,NuHabitat.com,4.375342466,42853.78835,0,0,5,506,734
5/1/2013,Startup,https://angel.co/company/nusomnea,Severna Park,Medical Devices,NuSomnea,,500000,10-Jan,Series A,nusomnea.com,6.62739726,75444.39851,0,0,5,0,0
9/1/2013,Startup,https://angel.co/company/nubity,San Francisco,Cloud Management,Nubity,,505000,Nov-50,Seed,nubity.com,6.290410959,80280.92334,0,0,25,675,406
8/1/2013,Startup,https://angel.co/company/nudge-5,Richmond,Mobile Health,Nudge,,600000,10-Jan,Seed,nudgeyourself.com,6.375342466,94112.59132,0,0,5,0,0
7/1/2014,Startup,https://angel.co/company/nugit,Singapore,Big Data Analytics,Nugit,,5200000,Nov-50,Seed,nugit.co,5.460273973,952333.1661,1,0,25,94,80
5/1/2012,Startup,https://angel.co/company/nuji,London,,Nuji,,1700000,Nov-50,Seed,nuji.com,7.62739726,222880.7471,0,0,25,4981,2173
3/1/2013,Startup,https://angel.co/company/nurep,Palo Alto,Medical Devices,Nurep,,1800000,10-Jan,Seed,nurep.com,6.794520548,264919.3548,0,0,5,0,0
5/1/2013,Startup,https://angel.co/company/nursebuddy,Tampere,Mobile Health,NurseBuddy,,888000,10-Jan,Seed,nursebuddy.co,6.62739726,133989.2518,0,0,5,2117,2100
9/1/2014,Startup,https://angel.co/company/nursegrid,Portland,Hospitals,NurseGrid,,3760000,Nov-50,Seed,nursegrid.com,5.290410959,710719.8343,1,0,25,4720,1737
2/1/2014,Startup,https://angel.co/company/nuvenote,Paris,Mobile Health,Nuvenote,,50000,10-Jan,Seed,nuvenote.com,5.871232877,8516.098927,0,0,5,149,470
5/1/2015,Startup,https://angel.co/company/nvent,San Francisco,Hadoop,Nvent,,2500000,Nov-50,Seed,nventdata.com,4.62739726,540260.5092,1,0,25,191,215
2/1/2014,Startup,https://angel.co/company/ofi-com,Bogota,B2B,OFI,,500000,51-200,Seed,ofi.com.co,5.871232877,85160.98927,0,0,125,64,3
10/1/2013,Startup,https://angel.co/company/okpanda,New York City,Education,OKpanda,,3000000,10-Jan,Seed,okpanda.com,6.208219178,483230.3619,1,0,5,54,2
4/1/2014,Startup,https://angel.co/company/omni-retail-group,Seattle,Semantic Search,OMNI Retail Group,,1750000,10-Jan,Seed,omniretailgroup.com,5.709589041,306501.9194,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/oocar,Paris,Insurance,OOCAR,,300000,10-Jan,Seed,oocar.com,4.290410959,69923.37165,0,0,5,1030,868
10/1/2013,Startup,https://angel.co/company/oozo,São Paulo,Mobile Advertising,OOZO.tv DOOH Plug &amp; Play,,500000,10-Jan,Seed,oozo.tv,6.208219178,80538.39365,0,0,5,326,460
9/1/2015,Startup,https://angel.co/company/obrussa,Bristol,K-12 Education,Obrussa,,327500,10-Jan,Seed,obrussa.com,4.290410959,76333.01405,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/oddnetworks,Los Angeles,Video Streaming,Odd Networks,,250000,10-Jan,Seed,oddnetworks.com,4.290410959,58269.47637,0,0,5,0,0
11/1/2011,Startup,https://angel.co/company/offersavvy,Long Beach,SaaS,OfferSavvy,,833000,10-Jan,Seed,offersavvy.com,8.126027397,102510.1146,0,0,5,28,57
10/1/2012,Startup,https://angel.co/company/offerial,Greece,Hospitality,Offerial,,480000,10-Jan,Seed,offerial.com,7.208219178,66590.64994,0,0,5,123,73
11/1/2013,Startup,https://angel.co/company/officehours,Atlanta,Universities,OfficeHours,,500000,10-Jan,Seed,officehours.co,6.123287671,81655.48098,0,0,5,0,0
7/1/2013,Startup,https://angel.co/company/officevibe,Montreal,Human Resources,Officevibe,,1000000,Nov-50,Seed,officevibe.com,6.460273973,154792.1968,0,0,25,53900,9248
6/1/2015,Startup,https://angel.co/company/oh-my-green,Palo Alto,B2B,Oh My Green,,20000000,201-500,Seed,ohmygreen.com,4.542465753,4402895.054,1,1,350,0,1
9/1/2011,Startup,https://angel.co/company/oi-furniture,Winnipeg,Hospitality,Oi Furniture,,150000,10-Jan,Seed,ilikeoi.com,8.293150685,18087.21506,0,0,5,1187,1296
2/1/2017,Startup,https://angel.co/company/okletsplay,San Francisco Bay Area,Mobile Games,OkLetsPlay,,890000,10-Jan,Seed,okletsplay.com,2.868493151,310267.4308,0,0,5,184,271
4/1/2016,Startup,https://angel.co/company/myollie,New York City,Pets,Ollie,,17000000,51-200,Series A,myollie.com,3.706849315,4586104.952,1,1,125,1023,1015
11/1/2013,Startup,https://angel.co/company/ometria,London,Retail Technology,Ometria,,5100000,51-200,Seed,ometria.com,6.123287671,832885.906,1,0,125,2680,2210
11/1/2013,Startup,https://angel.co/company/getomnify,San Francisco,SaaS,Omnify,,200000,Nov-50,Seed,getomnify.com,6.123287671,32662.19239,0,0,25,3321,475
5/1/2019,Startup,https://angel.co/company/onhand,Boston,University Students,OnHand,,700000,10-Jan,Seed,getonhand.com,0.624657534,1120614.035,0,0,5,1126,396
7/1/2013,Startup,https://angel.co/company/one-click,Williamsport,Consumer Electronics,One Click,,850000,10-Jan,Seed,oneclickllc.com,6.460273973,131573.3673,0,0,5,0,0
4/1/2013,Startup,https://angel.co/company/one-spear-entertainment,San Francisco,Mobile Games,One Spear Entertainment,,150000,10-Jan,Seed,onespear.com,6.709589041,22356.0637,0,0,5,0,0
8/1/2013,Startup,https://angel.co/company/onelocal,Toronto,Local Businesses,OneLocal (YC S17),,1275000,51-200,Seed,onelocal.com,6.375342466,199989.2566,0,0,125,605,1263
3/1/2014,Startup,https://angel.co/company/onelife-me,Hamburg,Women-Focused,Onelife Health,,1500000,10-Jan,Seed,onelife.me,5.794520548,258865.2482,0,0,5,316,126
7/1/2012,Startup,https://angel.co/company/onfleet,San Francisco,Logistics,Onfleet,,4920000,Nov-50,Seed,onfleet.com,7.460273973,659493.206,1,0,25,1910,791
9/1/2013,Startup,https://angel.co/company/openinfluence,New York City,Social Media,Open Influence,,3000000,51-200,Series A,openinfluence.com,6.290410959,476916.3763,1,0,125,0,0
3/1/2015,Startup,https://angel.co/company/opendna,Singapore,Big Data,OpenDNA,,1100000,Nov-50,Seed,opendna.ai,4.794520548,229428.5714,0,0,25,889,951
11/1/2013,Startup,https://angel.co/company/opened,Silicon Valley,K-12 Education,OpenEd,,2000000,Nov-50,Seed,opened.com,6.123287671,326621.9239,0,0,25,0,0
3/1/2013,Startup,https://angel.co/company/openlearning,Sydney,SaaS,OpenLearning,,8900000,51-200,Series A,openlearning.com,6.794520548,1309879.032,1,0,125,3935,2034
11/1/2013,Startup,https://angel.co/company/openprof-com,Ljubljana,Crowdsourcing,OpenProf.com,,135000,10-Jan,Seed,openprof.com,6.123287671,22046.97987,0,0,5,29,38
3/1/2013,Startup,https://angel.co/company/opensearchserver-1,Paris,Open Source,OpenSearchServer,,300000,10-Jan,Seed,open-search-server.com,6.794520548,44153.22581,0,0,5,174,62
11/1/2010,Startup,https://angel.co/company/opensignal,London,Maps,OpenSignal,,5300000,Nov-50,Series A,opensignal.com,9.126027397,580756.5296,1,0,25,6496,1435
3/1/2013,Startup,https://angel.co/company/operating-analytics,Cambridge,Hospitals,Operating Analytics,,50000,10-Jan,Seed,operatinganalytics.com,6.794520548,7358.870968,0,0,5,144,257
4/1/2013,Startup,https://angel.co/company/opiatalk,Baltimore,SaaS,OpiaTalk,,250000,10-Jan,Seed,OpiaTalk.com,6.709589041,37260.10617,0,0,5,534,375
7/1/2015,Startup,https://angel.co/company/opinioapp,Delhi,Hyperlocal,Opinio,,8300000,201-500,Seed,opinioapp.com,4.460273973,1860872.236,1,0,350,0,0
12/1/2015,Startup,https://angel.co/company/oqoon,Amsterdam,Video Streaming,Oqoon,,200000,10-Jan,Seed,oqoon.com,4.04109589,49491.52542,0,0,5,46,37
5/1/2013,Startup,https://angel.co/company/orangetwig,San Francisco,Small and Medium Businesses,OrangeTwig,,1125000,10-Jan,Seed,orangetwig.com,6.62739726,169749.8967,0,0,5,0,0
6/1/2014,Startup,https://angel.co/company/oration,Foster City,Big Data Analytics,Oration,,11200000,Nov-50,Series A,oration.com,5.542465753,2020761.246,1,0,25,0,0
3/1/2013,Startup,https://angel.co/company/oriental-medway,New Castle,Personal Health,Oriental Medway,,500000,10-Jan,Seed,orientalmedway.com,6.794520548,73588.70968,0,0,5,0,0
12/1/2016,Startup,https://angel.co/company/aisense,Los Altos,Mobile,Otter.ai,,10000000,Nov-50,Series A,otter.ai,3.038356164,3291253.381,1,0,25,0,0
11/1/2012,Startup,https://angel.co/company/otterology,Minneapolis,Retail Technology,Otterology,,425000,10-Jan,Seed,otterology.com,7.123287671,59663.46154,0,0,5,668,1484
5/1/2013,Startup,https://angel.co/company/otus-labs,Sheffield,Personalization,Otus Labs,,122000,10-Jan,Seed,OtusLabs.com,6.62739726,18408.43324,0,0,5,130,215
4/1/2015,Startup,https://angel.co/company/our-little-foxes,Sydney,Families,Our Little Foxes,,130000,10-Jan,Seed,ourlittlefoxes.com,4.709589041,27603.25771,0,0,5,186,284
3/1/2012,Startup,https://angel.co/company/outtrippin,San Francisco,Crowdsourcing,OutTrippin,,20000,10-Jan,Seed,OutTrippin.com,7.794520548,2565.905097,0,0,5,1294,1221
11/1/2013,Startup,https://angel.co/company/outleads,New York City,Lead Generation,Outleads,,30000,10-Jan,Seed,outleads.com,6.123287671,4899.328859,0,0,5,182,160
12/1/2014,Startup,https://angel.co/company/takipi,San Francisco,Developer Tools,OverOps,,19500000,51-200,Series A,overops.com,5.04109589,3868206.522,1,1,125,9939,4458
10/1/2012,Startup,https://angel.co/company/overcart,Delhi,Robotics,Overcart,,3500000,51-200,Series A,overcart.com,7.208219178,485556.8225,1,0,125,1617,1270
9/1/2012,Startup,https://angel.co/company/oximity,Palo Alto,Crowdsourcing,Oximity (acquired by Scribd),,600000,Nov-50,Seed,oximity.com,7.290410959,82299.88726,0,0,25,41200,32100
8/1/2013,Startup,https://angel.co/company/parachute,Los Angeles,Interior Design,PARACHUTE,,10000000,51-200,Series A,parachutehome.com,6.375342466,1568543.189,1,0,125,4199,649
2/1/2014,Startup,https://angel.co/company/pcb-team,Toulouse,Mobile Games,PCB Team,,400000,10-Jan,Seed,pcb-team.com,5.871232877,68128.79141,0,0,5,0,0
2/1/2014,Startup,https://angel.co/company/pdx-biotech-2,Lexington,Veterinary,PDx BioTech,,13800000,10-Jan,Seed,perio-dx.com;,5.871232877,2350443.304,1,1,5,0,0
6/1/2014,Startup,https://angel.co/company/pfitr,St. Louis,Finance Technology,PFITR,,336000,10-Jan,Seed,pfitr.com,5.542465753,60622.83737,0,0,5,0,0
10/1/2015,Startup,https://angel.co/company/phr,Phoenix,Internet of Things,PHR Plus,,1360000,10-Jan,Seed,phrplus.com,4.208219178,323177.0833,0,0,5,481,657
8/1/2013,Startup,https://angel.co/company/plae,San Francisco,Kids,PLAE,,10900000,Nov-50,Seed,goplae.com,6.375342466,1709712.076,1,0,25,2238,499
4/1/2014,Startup,https://angel.co/company/projekt-313,Chester,Comparison Shopping,PROJEKT 313,,140000,10-Jan,Seed,bikmo.com,5.709589041,24520.15355,0,0,5,2385,201
8/1/2015,Startup,https://angel.co/company/proonto,Israel,Small and Medium Businesses,PROONTO,,860000,Nov-50,Seed,proonto.com,4.375342466,196556.0426,0,0,25,1386,1036
6/1/2013,Startup,https://angel.co/company/planetrainauto,New York City,Online Video Advertising,PTA (PlanesTrains+Automobiles),,750000,10-Jan,Seed,thepta.com,6.542465753,114635.6784,0,0,5,459,156
12/1/2013,Startup,https://angel.co/company/publicfast,San Francisco,Advertising Platforms,PUBLICFAST,,300000,10-Jan,Seed,publicfast.com,6.04109589,49659.86395,0,0,5,0,0
9/1/2012,Startup,https://angel.co/company/padlet,Singapore,Content Creators,Padlet,,13200000,10-Jan,Series A,padlet.com,7.290410959,1810597.52,1,1,5,59400,290
12/1/2014,Startup,https://angel.co/company/pagecloud,Ottawa,Web Design,PageCloud,,11800000,Nov-50,Series A,pagecloud.com,5.04109589,2340760.87,1,0,25,4391,701
6/1/2013,Startup,https://angel.co/company/pagefair,Dublin,Advertising,PageFair,,3333000,Nov-50,Series A,pagefair.com,6.542465753,509440.9548,1,0,25,1565,865
5/1/2014,Startup,https://angel.co/company/pagido,Berlin,Freelancers,Pagido,,137000,10-Jan,Seed,pagido.de,5.62739726,24345.18014,0,0,5,49,85
5/1/2016,Startup,https://angel.co/company/paladin-ai,Montreal,Training,Paladin AI,,800000,10-Jan,Seed,paladin.ai,3.624657534,220710.5064,0,0,5,0,0
2/1/2012,Startup,https://angel.co/company/paletly,Palo Alto,Mobile Commerce,Paletly,,300000,Nov-50,Seed,bloggers.paletly.com,7.873972603,38100.20877,0,0,25,987,204
5/1/2013,Startup,https://angel.co/company/pantrek,Medellín,Ground Transportation,PanTrek,,80000,10-Jan,Seed,pantrek.com,6.62739726,12071.10376,0,0,5,0,0
10/1/2014,Startup,https://angel.co/company/pana,Denver,Mobile Commerce,Pana,,11550000,51-200,Series A,pana.com,5.208219178,2217648.606,1,0,125,4473,894
7/1/2012,Startup,https://angel.co/company/panjo,Santa Monica,Forums,Panjo,,6472500,Nov-50,Series A,panjo.com,7.460273973,867595.4829,1,0,25,2725,1243
9/1/2014,Startup,https://angel.co/company/paperspace,Amsterdam,Cloud Infrastructure,Paperspace,,19120000,Nov-50,Series A,paperspace.com,5.290410959,3614085.966,1,1,25,4547,1390
8/1/2013,Startup,https://angel.co/company/parabase-genomics,Boston,Diagnostics,Parabase Genomics,,970000,10-Jan,Seed,parabasegenomics.com,6.375342466,152148.6893,0,0,5,0,0
7/1/2013,Startup,https://angel.co/company/parametric,Philadelphia,Mobile Payments,Parametric,,1240000,10-Jan,Series A,parametric.io,6.460273973,191942.324,0,0,5,39,174
12/1/2012,Startup,https://angel.co/company/parent-child-interactive-1,Portland,Corporate Training,Parent Child Interactive,,650000,10-Jan,Seed,parentchildinteractive.com,7.04109589,92315.1751,0,0,5,365,1470
4/1/2014,Startup,https://angel.co/company/parent-planet,Los Angeles,K-12 Education,Parent Planet,,310000,10-Jan,Seed,parentplanet.com,5.709589041,54294.62572,0,0,5,0,0
3/1/2015,Startup,https://angel.co/company/parley-pro-1,Menlo Park,B2B,Parley Pro,,1000000,10-Jan,Seed,parleypro.com,4.794520548,208571.4286,0,0,5,0,0
5/1/2013,Startup,https://angel.co/company/partly-auto,Memphis,Comparison Shopping,Partly Auto,,7000,10-Jan,Seed,partlyauto.com,6.62739726,1056.221579,0,0,5,3,0
4/1/2013,Startup,https://angel.co/company/partyline,Las Vegas,Online Dating,PartyLine,,100000,10-Jan,Seed,partyline.me,6.709589041,14904.04247,0,0,5,2812,67
1/1/2012,Startup,https://angel.co/company/pastbook,Amsterdam,Photo Sharing,PastBook,,1003995,Nov-50,Seed,pastbook.com,7.95890411,126147.3924,0,0,25,2015,32
2/1/2013,Startup,https://angel.co/company/pathsource,San Francisco,Career Management,PathSource,,1400000,Nov-50,Seed,PathSource.com,6.871232877,203748.0064,0,0,25,452,929
8/1/2013,Startup,https://angel.co/company/pathflow,Rome,Retail Technology,Pathflow,,138000,10-Jan,Seed,pathflow.co,6.375342466,21645.896,0,0,5,0,0
4/1/2014,Startup,https://angel.co/company/pathship,Austin,,Pathship,,1370000,Nov-50,Seed,pathship.com,5.709589041,239947.2169,0,0,25,0,0
11/1/2011,Startup,https://angel.co/company/paybygroup,San Francisco,Group Buying,Pay By Group,,3400000,10-Jan,Seed,PayByGroup.com,8.126027397,418408.6312,1,0,5,471,650
9/1/2014,Startup,https://angel.co/company/payhero,Sydney,Small and Medium Businesses,Payhero,,100000,10-Jan,Seed,payhero.co,5.290410959,18902.12325,0,0,5,0,0
4/1/2014,Startup,https://angel.co/company/pear-deck,Iowa City,Productivity Software,Pear Deck,,600000,Nov-50,Seed,PearDeck.com,5.709589041,105086.3724,0,0,25,42900,3627
8/1/2013,Startup,https://angel.co/company/pebble,Palo Alto,Hardware + Software,Pebble,,25675000,51-200,Seed,getpebble.com,6.375342466,4027234.637,1,1,125,83400,583
2/1/2015,Startup,https://angel.co/company/peerwell,Austin,Medical Technologies,PeerWell,,8600000,Nov-50,Series A,peerwell.co,4.871232877,1765466.817,1,0,25,1085,600
11/1/2012,Startup,https://angel.co/company/peerlyst,San Francisco,Enterprise Security,Peerlyst,,3000000,10-Jan,Seed,peerlyst.com,7.123287671,421153.8462,1,0,5,0,0
8/1/2013,Startup,https://angel.co/company/peerspace,San Francisco,Business Services,Peerspace,,6500000,51-200,Series A,peerspace.com,6.375342466,1019553.073,1,0,125,2487,837
11/1/2014,Startup,https://angel.co/company/pegco,London,Social Media,Peg,,1850000,10-Jan,Seed,peg.co,5.123287671,361096.2567,0,0,5,349,643
5/1/2014,Startup,https://angel.co/company/pendo-systems-inc,Charlotte,Big Data Analytics,"Pendo Systems, Inc.",,3200000,Nov-50,Seed,pendosystems.com,5.62739726,568646.5433,1,0,25,894,960
6/1/2016,Startup,https://angel.co/company/penta-1,Berlin,Banking,Penta,,9200000,Nov-50,Series A,getpenta.com,3.539726027,2599071.207,1,0,25,2230,16
10/1/2013,Startup,https://angel.co/company/penxy-1,San Francisco,Presentations,Penxy,,500000,10-Jan,Seed,penxy.com,6.208219178,80538.39365,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/peoplevox,London,Logistics Software,Peoplevox,,6000000,51-200,Series A,peoplevox.com,4.290410959,1398467.433,1,0,125,0,0
6/1/2011,Startup,https://angel.co/company/perfectcloud,India,Cloud Management,PerfectCloud,,400000,Nov-50,Seed,perfectcloud.io,8.545205479,46809.87496,0,0,25,590,584
9/1/2011,Startup,https://angel.co/company/perkville,Oakland,Loyalty Programs,Perkville,,2900000,Nov-50,Series A,perkville.com,8.293150685,349686.1579,1,0,25,1916,392
9/1/2013,Startup,https://angel.co/company/perpetuall,Bilbao,iPhone,Perpetuall,,226300,10-Jan,Series A,perpetuall.net,6.290410959,35975.39199,0,0,5,7129,787
2/1/2014,Startup,https://angel.co/company/personal-chef-approach,Los Angeles,Lifestyle,Personal Chef Approach,,80000,10-Jan,Seed,PersonalChefApproach.com,5.871232877,13625.75828,0,0,5,3144,1102
10/1/2017,Startup,https://angel.co/company/petagene,Cambridge,IT Management,PetaGene,,1120000,10-Jan,Seed,petagene.com,2.205479452,507826.087,0,0,5,0,0
6/1/2013,Startup,https://angel.co/company/petbrosia,Cincinnati,Pets,Petbrosia,,1160000,10-Jan,Seed,petbrosia.com,6.542465753,177303.1826,0,0,5,0,0
12/1/2013,Startup,https://angel.co/company/petzila-2,San Jose,Internet of Things,Petzila,,1500000,Nov-50,Seed,petzi.com,6.04109589,248299.3197,0,0,25,1495,460
3/1/2015,Startup,https://angel.co/company/phantoms-press,Detroit,Publishing,Phantoms Press,,4000,,Seed,afrophantoms.com,4.794520548,834.2857143,0,0,,0,0
9/1/2012,Startup,https://angel.co/company/phasica,Los Angeles,3D,Phasica,,5000,10-Jan,Seed,phasica.com,7.290410959,685.8323938,0,0,5,0,0
4/1/2013,Startup,https://angel.co/company/phigital,San Francisco,Location Based Services,Phigital,,3500000,Nov-50,Seed,gophigital.com,6.709589041,521641.4863,1,0,25,85,73
3/1/2015,Startup,https://angel.co/company/phlashmob,Scottsdale,Education Technology,Phlashmob,,150000,10-Jan,Seed,phlashmob.com,4.794520548,31285.71429,0,0,5,0,0
